[u'pet professionals'],[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
"[u'from the zoo, to the clinic and out at the dog park']",[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet sitting services'],[u'http://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Services'],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Who We Are'],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Reviews'],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Click to recieve a free month of BarkBox!'],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.pettech.net'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitters Associates'],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'PetTech'],[u'http://www.pettech.net/index.php'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'\r\n'],[u'http://www.curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'mailto:woof@curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Scottsdale Pet Sitting Company - Curious Tails'],[u'https://www.curioustails.com/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.curioustails.com/contact-us/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/gallery/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/contact-us/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://instagram.com/curioustails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.facebook.com/curioustails'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://twitter.com/curioustails'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet professionals'],[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
"[u'from the zoo, to the clinic and out at the dog park']",[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet sitting services'],[u'http://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Services'],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Who We Are'],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Reviews'],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Click to recieve a free month of BarkBox!'],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.pettech.net'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitters Associates'],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'PetTech'],[u'http://www.pettech.net/index.php'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'\r\n'],[u'http://www.curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'mailto:woof@curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Scottsdale Pet Sitting Company - Curious Tails'],[u'https://www.curioustails.com/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.curioustails.com/contact-us/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/gallery/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/contact-us/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://instagram.com/curioustails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.facebook.com/curioustails'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://twitter.com/curioustails'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet professionals'],[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
"[u'from the zoo, to the clinic and out at the dog park']",[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet sitting services'],[u'http://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Services'],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Who We Are'],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Reviews'],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Click to recieve a free month of BarkBox!'],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.pettech.net'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitters Associates'],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'PetTech'],[u'http://www.pettech.net/index.php'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'\r\n'],[u'http://www.curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'mailto:woof@curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Scottsdale Pet Sitting Company - Curious Tails'],[u'https://www.curioustails.com/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.curioustails.com/contact-us/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/gallery/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/contact-us/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://instagram.com/curioustails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.facebook.com/curioustails'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://twitter.com/curioustails'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet professionals'],[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
"[u'from the zoo, to the clinic and out at the dog park']",[u'http://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'pet sitting services'],[u'http://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Services'],[u'https://www.curioustails.com/pet-sitting-services/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Who We Are'],[u'https://www.curioustails.com/who-we-are/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitting Reviews'],[u'https://www.curioustails.com/pet-sitting-reviews/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Click to recieve a free month of BarkBox!'],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'https://barkbox.com/r/XLFVSJHQLI'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'http://www.pettech.net'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Pet Sitters Associates'],[u'http://www.petsitllc.com/pet_sitter_profile.phtml/61FBABCFAF/scottsdale/az/curious_tails/'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'PetTech'],[u'http://www.pettech.net/index.php'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'\r\n'],[u'http://www.curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'mailto:woof@curioustails.com'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[],[u'tel:+1-480-725-9752'],[u'Scottsdale Pet Sitting Service - Curious Tails Pet Sitting']
[u'Chris W. Smith'],[u'http://www.chriswsmith.info/'],[u'Home - Chris W. Smith']
[],[u'http://www.chriswsmith.info/about/'],[u'Home - Chris W. Smith']
[],[u'http://www.chriswsmith.info/past-work/'],[u'Home - Chris W. Smith']
[],[u'http://www.chriswsmith.info/tools/'],[u'Home - Chris W. Smith']
[],[u'http://www.chriswsmith.info/blog/'],[u'Home - Chris W. Smith']
[],[u'http://www.chriswsmith.info/contact/'],[u'Home - Chris W. Smith']
[u'WordPress theme developer'],[u'http://www.bringyourowndesign.net/portfolio'],[u'Home - Chris W. Smith']
[u'technical SEO consultant'],[u'http://www.slideshare.net/designbigger/wordpress-seo-the-absolute-basics-25465992'],[u'Home - Chris W. Smith']
[u'website fixer'],[u'https://plus.google.com/114029220317640025677/reviews'],[u'Home - Chris W. Smith']
[u'Happiness Engineer at Automattic'],[u'https://automattic.com/work-with-us/'],[u'Home - Chris W. Smith']
"[u'Arizona WordPress MeetUp Slides \u2013 December 17, 2015']",[u'http://www.chriswsmith.info/wordpress/arizona-wordpress-meetup-slides-december-17-2015/'],[u'Home - Chris W. Smith']
[u'Help Me Learn Javascript In 2016'],[u'http://www.chriswsmith.info/wordpress/help-me-learn-javascript-in-2016/'],[u'Home - Chris W. Smith']
[u'Help! Googlebot Cannot Access CSS And JS files On My WordPress Site!'],[u'http://www.chriswsmith.info/seo/help-googlebot-cannot-access-css-and-js-files-on-my-wordpress-site/'],[u'Home - Chris W. Smith']
[u'Programming Sucks'],[u'http://www.chriswsmith.info/uncategorized/programming-sucks/'],[u'Home - Chris W. Smith']
[u'WooCommerce HTTPS Fix For Chrome'],[u'http://www.chriswsmith.info/wordpress/woocommerce-https-fix-for-chrome/'],[u'Home - Chris W. Smith']
[u'Genesis Framework'],[u'http://www.studiopress.com/'],[u'Home - Chris W. Smith']
[u'WordPress'],[u'http://wordpress.org/'],[u'Home - Chris W. Smith']
[u'Have you taken the WordPress 2016 Survey yet?'],[u'https://wordpressdotorg.polldaddy.com/s/wordpress-2016-survey'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[],[u'#'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordPress.org'],[u'//wordpress.org'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Showcase'],[u'//wordpress.org/showcase/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Themes'],[u'//wordpress.org/themes/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Plugins'],[u'//wordpress.org/plugins/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Mobile'],[u'//wordpress.org/mobile/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Support'],[u'//wordpress.org/support/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Forums'],[u'//wordpress.org/support/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Documentation'],[u'//codex.wordpress.org/Main_Page'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Get Involved'],[u'//make.wordpress.org/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'About'],[u'//wordpress.org/about/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Blog'],[u'//wordpress.org/news/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Hosting'],[u'//wordpress.org/hosting/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Download WordPress'],[u'//wordpress.org/download/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Download WordPress'],[u'//wordpress.org/download/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'plugins'],[u'/plugins/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'themes'],[u'/themes/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'anything you can imagine'],[u'/showcase/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Download\xa0WordPress\xa04.6.1'],[u'/download/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordPress\xa0Swag'],[u'/about/swag/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[],[u'/about/swag/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'News From Our Blog'],[u'/news/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordPress 4.7 Beta 1'],[u'https://wordpress.org/news/2016/10/wordpress-4-7-beta-1/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Find a Web Host'],[u'/hosting/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Download & Install WordPress'],[u'/download/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Read the Documentation'],[u'http://codex.wordpress.org/Main_Page'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordPress\xa0Users'],[u'/showcase/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[],[u'//wordpress.org/showcase/tag/cnn/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[],[u'//wordpress.org/showcase/motley-crue/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[],[u'//wordpress.org/showcase/blondie/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'\u2026 and hundreds more'],[u'/showcase/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'About'],[u'//wordpress.org/about/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Blog'],[u'//wordpress.org/news/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Hosting'],[u'//wordpress.org/hosting/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Jobs'],[u'http://jobs.wordpress.net/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Support'],[u'//wordpress.org/support/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Developers'],[u'//developer.wordpress.org'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Get Involved'],[u'//make.wordpress.org/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Learn'],[u'//learn.wordpress.org/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Showcase'],[u'//wordpress.org/showcase/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Plugins'],[u'//wordpress.org/plugins/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Themes'],[u'//wordpress.org/themes/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Ideas'],[u'//wordpress.org/ideas/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordCamp'],[u'//central.wordcamp.org/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordPress.TV'],[u'//wordpress.tv/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'BuddyPress'],[u'//buddypress.org/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'bbPress'],[u'//bbpress.org/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'WordPress.com'],[u'//wordpress.com/?ref=wporg-footer'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Matt'],[u'//ma.tt/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Privacy'],[u'//wordpress.org/about/privacy/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'License / GPLv2'],[u'//wordpress.org/about/license/'],"[u'Blog Tool, Publishing Platform, and CMS \u2014 WordPress']"
[u'Have you taken the WordPress 2016 Survey yet?'],[u'https://wordpressdotorg.polldaddy.com/s/wordpress-2016-survey'],[u'About \xbb License \u2014 WordPress']
[],[u'#'],[u'About \xbb License \u2014 WordPress']
[u'WordPress.org'],[u'//wordpress.org'],[u'About \xbb License \u2014 WordPress']
[u'Showcase'],[u'//wordpress.org/showcase/'],[u'About \xbb License \u2014 WordPress']
[u'Themes'],[u'//wordpress.org/themes/'],[u'About \xbb License \u2014 WordPress']
[u'Plugins'],[u'//wordpress.org/plugins/'],[u'About \xbb License \u2014 WordPress']
